,race,age,engnat,gender,hand,source,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,cluster
12742,3,21,1,2,1,2,1,4,4,5,2,4,1,5,1,5,5,3,5,2,2,3,3,3,4,3,1,5,1,5,1,5,2,5,5,5,5,2,5,2,3,2,4,1,4,5,5,2,5,2,4,2,5,4,4,3,2
12743,1,16,1,1,1,5,2,2,2,3,2,2,2,2,4,4,4,5,3,5,1,2,2,2,3,1,1,5,3,4,1,4,1,4,4,4,3,3,2,2,2,4,3,2,1,4,5,2,4,1,5,1,5,5,5,5,1
12744,13,13,1,2,1,5,3,4,5,2,3,4,4,4,4,4,1,5,1,4,1,3,1,1,2,3,1,4,1,5,1,5,1,4,5,5,5,1,5,1,4,1,3,3,3,4,5,3,4,3,5,1,5,5,3,5,2
12745,0,26,1,2,1,5,2,2,4,4,5,1,3,4,2,3,2,4,4,4,3,2,2,2,2,1,1,5,1,5,1,5,1,5,5,3,4,3,3,4,4,3,4,1,4,2,4,3,4,2,3,1,4,1,5,3,2
12746,3,16,2,2,1,2,2,3,3,3,3,2,2,3,4,5,5,4,5,2,4,4,4,4,4,4,3,4,2,4,2,4,2,4,4,3,2,4,4,4,1,4,3,4,3,3,3,4,5,3,5,3,4,4,3,3,0
12747,13,16,2,2,1,2,1,5,3,4,4,4,1,5,1,5,3,5,3,3,1,1,3,2,2,3,1,4,1,4,1,4,1,3,5,3,5,2,4,2,5,4,5,3,4,4,2,4,3,3,3,3,5,2,5,3,3
12748,3,26,1,1,1,2,3,3,4,3,3,2,4,4,4,3,2,4,3,4,1,3,1,1,2,1,1,5,2,4,1,4,2,4,4,3,4,3,5,2,3,3,5,1,4,4,4,1,5,2,5,1,5,3,4,5,2
12749,6,18,1,2,1,1,4,2,4,2,4,2,4,4,5,3,2,5,3,3,1,1,3,1,4,1,1,4,1,4,2,4,3,5,3,5,2,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,1
12750,4,19,1,2,1,2,3,2,4,2,4,2,4,5,3,5,5,3,5,2,4,5,5,5,5,4,2,4,4,4,2,3,2,4,4,2,3,5,4,4,3,4,5,3,4,3,3,1,4,3,5,1,4,3,3,4,0
12751,3,65,1,2,1,1,2,4,3,4,2,4,3,4,2,5,4,2,4,1,4,3,2,2,3,5,3,4,2,4,3,4,3,4,3,3,1,3,3,4,1,4,2,4,1,3,5,1,4,2,2,2,4,4,5,2,4
12752,13,46,1,2,1,2,4,1,5,2,5,2,4,2,4,1,3,3,4,1,3,3,3,4,4,4,1,1,2,5,1,4,2,4,5,5,3,5,2,3,1,4,2,4,1,3,4,3,3,1,4,2,3,4,4,4,0
12753,3,52,1,2,1,1,3,2,4,1,4,2,3,3,3,3,3,1,4,4,3,4,3,3,4,3,1,4,3,5,2,5,1,4,5,5,4,2,3,2,2,3,3,1,3,3,5,1,5,2,5,1,5,4,4,4,2
12754,3,21,2,1,1,1,4,2,4,3,4,2,4,2,4,2,4,3,5,3,4,5,4,4,2,4,3,5,2,4,4,4,1,3,4,5,2,3,4,4,4,3,4,2,4,5,3,4,4,2,5,2,4,2,4,4,0
12755,6,18,1,2,1,1,4,1,5,2,5,1,5,3,5,2,4,4,5,3,3,2,1,1,4,2,1,4,1,5,1,3,2,4,5,3,5,4,5,2,4,4,5,1,5,2,1,2,5,4,2,5,5,2,5,4,2
12756,3,54,1,2,1,1,4,1,4,1,4,2,4,2,3,2,2,4,2,5,1,1,1,1,2,1,1,4,1,5,1,5,1,5,4,5,4,1,5,2,4,1,5,1,4,4,5,1,5,1,4,1,5,4,4,5,2
12757,3,32,1,2,1,5,4,2,4,3,5,2,4,3,4,2,3,3,4,2,2,3,3,2,3,4,1,5,3,5,1,4,1,4,5,3,4,2,4,3,4,1,3,1,4,4,5,1,5,1,4,1,4,5,4,5,2
12758,3,20,1,1,1,1,3,2,4,4,4,2,4,4,4,4,4,4,4,3,4,4,3,2,3,2,2,5,2,4,3,4,2,3,4,3,2,4,3,2,2,5,2,3,2,3,3,2,4,2,4,2,4,2,4,4,1
12759,3,18,1,2,1,5,3,3,5,4,5,2,4,4,3,2,4,3,4,1,4,2,4,3,4,4,2,3,1,4,2,3,2,4,3,4,4,3,4,3,3,2,4,2,4,4,3,3,4,2,5,2,4,2,4,5,2
12760,3,36,2,1,1,1,3,3,2,2,2,2,1,3,5,3,4,1,5,5,4,5,5,5,4,5,3,3,1,2,5,4,5,2,3,1,5,1,5,1,5,5,5,1,4,5,5,1,5,1,5,1,5,5,5,5,4
12761,3,56,1,2,1,1,1,2,2,4,4,3,2,4,1,4,4,2,5,2,4,3,2,1,2,4,1,4,2,4,2,3,2,4,4,3,2,4,4,4,2,4,4,2,4,4,3,2,4,1,3,2,4,4,4,3,4
12762,1,21,1,2,1,2,5,1,5,1,5,1,5,3,5,1,4,3,5,4,3,2,2,2,2,1,1,5,1,5,5,5,1,5,5,5,4,1,5,1,4,5,4,2,5,5,3,2,3,2,4,2,4,3,5,4,2
12763,3,19,1,2,1,1,5,1,2,1,2,4,5,1,5,3,5,3,5,3,5,5,3,4,4,3,1,5,3,3,2,5,1,4,2,4,2,3,1,4,1,3,2,4,2,1,3,4,5,4,3,1,3,3,4,4,0
12764,3,27,1,2,1,1,1,1,1,5,2,3,1,2,3,5,4,3,5,3,1,3,4,3,5,3,1,3,1,5,1,5,1,5,5,4,5,1,3,1,5,1,5,3,5,5,2,3,3,3,4,1,3,3,3,4,2
12765,1,20,1,1,1,2,4,1,5,1,5,1,5,2,3,2,3,5,1,5,1,2,2,2,2,2,1,5,1,5,1,3,1,5,4,5,5,1,5,1,5,1,5,1,5,5,4,1,5,3,5,1,5,4,5,5,2
12766,3,18,1,2,1,5,4,3,2,3,3,2,2,2,3,3,4,2,5,5,4,4,5,5,4,5,2,3,1,3,3,4,3,4,4,3,3,2,3,2,5,3,4,2,4,4,3,3,5,2,4,5,4,3,3,5,3
12767,3,25,1,2,1,1,2,4,3,3,3,2,1,3,4,4,4,2,4,2,2,2,3,3,2,4,1,5,3,4,1,4,1,3,4,3,3,4,4,4,2,4,3,3,2,4,4,1,5,1,4,2,5,4,5,4,0
12768,6,18,1,2,1,5,3,2,5,2,5,1,5,5,3,5,5,3,4,4,3,3,3,1,3,3,1,5,2,5,1,5,1,5,3,3,3,3,4,5,2,1,3,3,2,4,3,3,4,3,3,3,2,3,4,3,3
12769,13,15,2,2,1,1,1,3,2,5,1,1,1,5,2,3,5,1,5,5,2,5,5,5,5,5,2,2,1,1,1,5,3,5,2,1,4,1,5,5,4,1,5,2,5,5,4,3,1,3,2,5,5,5,5,4,4
12770,3,37,1,2,1,2,1,2,5,3,5,1,4,4,4,1,1,2,2,2,1,1,4,2,3,1,5,5,1,5,1,5,1,5,5,5,4,3,5,2,4,2,4,1,2,5,4,1,2,1,5,2,5,5,5,4,2
12771,3,20,1,2,2,2,2,3,5,2,4,3,5,3,4,3,1,5,1,5,2,2,1,1,1,1,1,5,1,4,1,3,1,5,4,5,3,4,5,2,1,5,2,3,2,4,4,1,5,1,4,1,4,3,5,4,1
12772,3,28,1,2,1,2,4,2,5,2,4,1,4,4,4,4,4,2,4,3,2,3,4,3,3,2,1,5,2,5,1,5,1,4,5,5,4,3,4,2,2,2,3,1,3,3,5,2,4,2,4,2,5,5,5,4,2
12773,3,15,1,2,1,1,1,3,2,3,1,3,1,5,2,5,4,3,5,3,2,2,3,2,5,3,3,3,4,2,3,1,2,3,4,1,4,1,5,1,3,1,5,2,4,4,4,4,3,1,3,2,5,3,3,4,4
12774,3,17,1,2,1,1,2,3,3,3,2,3,2,3,4,4,2,4,2,5,3,1,2,1,1,2,3,3,1,3,3,3,2,2,3,3,4,4,3,2,2,4,2,3,3,4,4,3,5,2,4,1,3,4,2,5,1
12775,13,23,2,1,1,5,3,2,4,3,4,2,2,3,5,4,1,2,2,3,4,2,4,4,4,3,1,5,1,3,5,2,3,5,2,4,5,1,5,1,5,3,5,2,5,5,4,2,3,4,5,2,5,3,5,5,2
12776,4,14,1,2,1,1,3,1,2,4,4,2,4,5,2,4,4,3,5,4,3,5,4,3,4,3,2,5,4,5,1,4,2,4,4,4,4,3,4,4,4,5,5,3,5,4,2,4,4,2,3,2,4,3,5,3,3
12777,11,18,1,2,1,5,3,4,4,4,4,2,5,4,4,4,4,4,4,3,4,5,4,4,5,3,1,4,2,5,1,5,1,5,5,4,5,1,4,3,4,4,4,3,5,5,3,3,3,3,3,4,3,2,4,3,3
12778,3,50,1,2,1,5,2,1,5,2,5,1,3,3,4,1,2,3,3,4,2,2,2,2,4,3,1,5,2,5,1,3,1,5,5,5,5,2,4,1,4,2,4,1,5,5,5,3,3,2,3,2,5,4,3,3,2
12779,3,23,1,2,1,1,5,2,3,3,4,2,5,3,4,3,4,2,4,4,3,4,4,4,4,3,3,4,5,4,2,3,3,3,4,3,3,5,4,4,2,3,3,3,5,3,3,3,5,3,3,2,4,3,4,3,0
12780,13,16,1,2,1,1,4,4,4,3,4,3,4,4,2,4,3,4,4,3,4,2,3,3,4,3,2,4,3,3,2,4,1,4,3,3,4,2,3,3,4,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3
12781,3,24,1,2,1,2,2,4,3,4,1,4,1,5,2,5,5,2,4,3,1,2,2,2,5,3,2,4,3,4,2,2,4,3,3,2,4,1,4,1,5,1,1,3,5,2,3,1,5,2,3,1,4,4,4,3,4
12782,13,17,1,2,1,1,2,3,2,3,3,2,1,5,3,5,4,3,3,2,1,4,3,2,4,3,3,4,1,4,2,3,2,3,2,3,3,4,3,4,2,5,2,3,1,3,4,1,5,1,5,1,4,4,4,5,4
12783,3,33,1,2,1,5,4,1,4,2,5,1,4,1,5,3,5,3,5,5,3,4,4,5,5,1,1,5,3,5,1,4,1,4,5,4,4,5,3,3,1,5,4,1,2,5,5,1,5,1,5,1,5,5,5,5,0
12784,3,21,1,2,1,1,2,3,3,3,2,2,1,5,1,4,5,2,5,1,5,5,5,5,5,5,2,4,2,4,2,3,2,3,4,3,3,4,3,2,1,2,4,3,4,3,4,2,4,1,3,2,2,4,5,3,0
12785,3,18,1,1,1,1,3,3,4,3,3,3,1,3,3,1,4,2,4,2,3,4,5,4,3,4,4,3,4,2,3,2,1,2,3,3,3,4,4,3,2,4,3,2,2,3,4,2,4,2,3,3,4,3,1,4,4
12786,11,19,2,2,1,2,5,3,5,5,5,1,1,4,4,5,4,4,4,5,4,3,4,4,3,5,3,5,1,5,2,5,1,4,5,4,4,3,5,2,5,5,4,3,5,4,4,2,4,1,5,1,5,3,4,5,2
12787,3,27,1,1,1,5,4,1,5,3,5,2,4,1,5,3,3,3,4,3,3,4,4,2,4,3,1,5,2,5,2,5,1,4,5,4,3,4,4,4,1,2,5,4,5,5,4,2,5,1,5,1,4,4,4,5,0
12788,3,46,2,1,1,5,2,1,3,2,4,4,5,3,2,4,3,2,3,2,3,2,5,2,2,3,4,4,1,4,1,3,1,4,3,2,2,1,4,4,2,1,5,3,4,4,5,3,4,2,2,2,3,4,3,2,3
12789,3,42,1,1,1,2,1,5,2,5,1,4,1,5,1,5,3,2,4,4,3,2,1,2,3,2,2,3,1,5,2,5,2,2,5,2,4,2,5,1,4,1,5,1,5,5,5,1,5,1,5,1,5,5,5,5,4
12790,3,15,1,2,1,1,1,2,2,4,2,4,2,5,2,4,4,3,4,3,2,3,3,2,4,3,3,4,1,4,3,3,3,3,3,4,4,1,5,1,4,1,5,1,5,5,5,1,4,1,4,2,5,5,4,4,4
12791,11,21,2,2,1,2,3,3,3,3,3,3,4,2,5,3,2,3,3,3,4,3,4,3,4,2,2,5,2,4,3,4,2,4,5,4,2,5,3,5,3,5,3,5,3,3,2,2,5,2,5,2,4,2,4,4,0
12792,8,14,1,2,1,1,3,4,3,5,3,3,3,5,2,4,4,1,5,5,2,3,5,5,3,5,2,2,4,3,3,1,3,5,2,3,3,1,4,5,2,3,4,2,3,3,3,3,5,3,3,2,4,2,5,3,4
12793,3,15,2,1,1,1,1,3,2,4,2,3,1,3,4,4,2,4,4,3,3,4,3,2,3,3,3,3,2,3,3,4,4,3,3,4,2,2,4,3,4,4,5,3,3,4,5,3,3,4,5,3,5,5,5,5,4
12794,8,21,1,1,1,1,4,1,5,3,4,2,5,3,4,2,3,3,4,3,3,1,1,1,2,1,1,5,2,5,1,5,1,4,5,3,3,2,5,1,4,2,4,1,3,4,3,3,2,1,3,3,5,3,5,2,2
12795,1,25,1,1,1,1,4,2,5,2,4,1,5,4,3,2,1,5,3,2,1,1,2,1,1,2,1,4,1,4,1,3,1,4,4,5,3,5,5,3,4,1,5,1,3,5,5,1,5,1,4,1,5,5,5,5,2
12796,3,21,2,1,1,2,3,3,3,4,2,4,2,4,2,4,3,2,4,3,3,3,3,4,3,3,4,4,2,3,3,4,3,3,4,4,4,3,4,3,3,3,4,2,3,4,4,1,5,1,4,1,5,4,5,5,4
12797,3,24,1,2,1,2,4,4,4,3,3,2,4,2,3,2,3,4,4,4,3,3,2,2,2,2,1,5,2,4,2,3,2,3,3,3,3,3,3,3,2,3,3,2,2,4,3,3,3,2,2,2,3,2,2,3,3
12798,5,23,2,1,1,1,4,2,3,3,5,1,4,4,4,4,1,5,5,4,5,2,4,4,2,4,1,5,1,5,1,4,1,4,5,5,3,3,5,5,1,3,2,4,2,3,4,1,4,1,5,1,5,3,5,5,0
12799,3,22,2,2,1,2,1,4,3,5,1,2,1,5,1,5,4,2,5,2,3,5,4,4,5,4,1,5,1,5,1,5,1,5,5,4,3,5,3,3,1,3,3,2,3,3,3,2,5,2,2,1,4,4,5,2,0
12800,3,24,2,2,1,2,3,3,2,4,3,2,2,4,1,4,2,4,4,4,4,2,3,3,3,4,3,4,1,4,3,5,3,3,4,3,2,2,4,4,2,3,3,3,2,3,4,2,4,2,4,2,4,2,4,4,4
12801,3,18,1,2,1,5,3,2,4,3,4,2,2,2,4,4,2,4,2,3,2,2,3,2,2,2,1,5,1,5,2,4,1,4,4,4,4,4,4,3,2,4,4,2,3,3,4,2,5,2,3,1,4,3,5,4,1
12802,8,44,1,2,2,5,4,1,5,1,5,1,5,2,4,5,2,5,2,5,3,1,1,1,1,1,1,4,1,5,1,5,1,4,5,5,3,1,5,1,5,1,4,1,5,5,4,1,3,1,3,1,5,3,2,3,2
12803,3,15,1,2,1,2,1,5,1,5,1,5,1,5,1,5,5,1,5,1,3,3,2,4,3,5,1,3,2,4,2,2,4,3,3,1,3,2,3,4,2,2,4,3,3,3,2,3,2,3,1,5,3,2,4,1,3
12804,3,31,1,2,1,1,1,4,3,4,2,3,1,5,1,5,4,3,4,3,2,4,4,3,4,3,1,2,2,3,3,4,4,2,3,3,4,5,3,3,1,4,5,2,5,4,5,1,4,2,4,2,4,4,4,4,4
12805,3,42,1,2,1,1,4,1,5,3,5,1,3,3,3,3,3,4,5,3,4,3,3,3,2,2,1,5,2,5,1,5,1,5,5,4,5,2,5,1,4,2,3,1,5,4,5,1,5,1,4,5,5,5,5,3,2
12806,1,18,2,1,1,1,2,4,4,3,5,3,2,3,4,5,1,2,2,3,1,1,1,1,1,2,2,2,1,3,1,3,1,4,3,5,5,1,5,1,5,1,1,1,5,5,3,2,1,2,5,3,4,3,3,5,1
12807,1,27,1,2,1,1,4,2,4,2,5,1,2,2,4,1,5,2,5,2,5,3,2,2,2,4,1,5,1,5,1,5,1,5,5,5,4,5,4,2,4,2,5,1,3,5,4,4,3,3,5,4,5,4,5,4,2
12808,3,18,1,1,2,2,2,1,5,1,5,1,5,1,5,1,1,5,5,5,1,1,4,1,3,1,1,5,2,5,3,5,1,5,5,5,5,5,5,1,1,1,3,1,1,5,5,1,5,1,5,1,5,5,5,5,1
12809,13,19,1,1,1,5,2,3,3,5,1,4,2,1,5,5,5,1,5,1,1,5,5,5,5,5,5,1,1,5,1,5,5,5,5,4,4,4,5,1,3,5,5,3,5,3,5,1,5,1,5,1,4,4,5,5,0
12810,12,23,1,1,2,5,4,3,5,2,5,1,4,3,4,2,1,5,2,4,1,1,1,1,1,2,5,4,1,5,3,3,2,4,4,4,4,1,5,1,4,1,5,2,4,4,4,1,5,5,4,5,4,3,4,4,1
12811,3,22,1,2,3,2,2,4,4,4,3,4,3,4,3,3,3,3,3,2,2,2,3,2,2,2,2,5,1,4,2,2,2,4,4,3,5,2,3,1,5,1,5,1,5,4,3,3,4,4,3,2,4,3,3,3,2
12812,3,25,1,1,1,1,2,4,3,4,4,4,2,5,2,4,3,4,4,4,2,2,3,3,3,2,4,3,3,4,2,4,3,4,4,4,2,4,3,3,2,4,4,4,4,4,4,3,4,2,4,2,5,4,4,4,4
12813,13,29,2,2,1,5,3,4,2,3,4,1,3,4,3,5,5,2,5,3,1,2,5,3,4,2,1,4,1,5,1,5,1,5,5,3,3,1,4,3,4,4,3,3,3,4,2,2,4,1,1,1,3,1,5,5,3
12814,3,32,2,2,1,1,1,1,2,3,4,1,3,3,5,4,4,1,5,1,5,5,4,4,5,4,1,3,3,3,2,4,2,3,5,3,4,4,4,4,3,4,4,2,3,4,5,1,5,1,4,1,5,5,5,4,0
12815,3,20,1,2,1,2,2,3,3,4,1,3,1,4,4,5,4,5,3,4,1,3,1,1,1,2,2,3,1,4,2,3,2,3,4,3,4,5,3,3,2,4,3,2,3,3,4,1,3,2,3,2,5,3,4,4,1
12816,6,31,1,2,1,5,3,1,5,1,5,2,4,2,4,4,3,3,3,4,2,3,2,1,3,2,1,4,2,5,2,5,1,5,5,5,4,2,4,2,3,1,5,2,4,5,5,2,4,2,5,2,4,4,4,5,2
12817,3,37,1,2,1,2,4,2,4,2,4,2,4,2,2,2,3,4,2,2,3,3,2,2,2,2,2,4,2,4,2,4,2,4,4,4,3,2,4,3,3,2,4,2,4,4,4,1,3,4,4,2,4,3,3,4,1
12818,3,35,1,1,1,1,2,4,3,3,3,2,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3,3,2,3,3,2,3,3,3,3,4,3,4,1,2,2,3,2,4,4,5,1,3,1,5,2,5,4,4,4,1
12819,3,16,1,2,1,1,1,3,1,5,3,2,1,2,5,5,4,1,5,1,5,5,5,5,5,5,1,3,3,5,1,4,1,5,5,4,2,4,4,4,1,5,4,4,3,3,5,2,5,2,3,2,4,3,3,4,0
12820,4,19,1,2,1,1,4,1,5,1,5,1,2,2,5,3,3,3,5,3,4,2,5,4,4,2,2,2,3,3,4,3,4,2,1,4,1,3,2,4,2,2,1,3,1,2,2,2,5,4,3,5,2,1,4,5,3
12821,1,23,2,2,1,5,3,4,3,5,3,4,3,2,3,5,5,2,5,1,5,4,5,5,4,5,2,4,1,5,3,4,3,3,4,4,4,3,4,5,1,5,4,4,5,4,3,4,5,3,4,1,3,3,4,4,0
12822,3,17,1,2,1,2,2,5,2,5,1,1,2,5,3,5,4,3,5,1,1,4,3,3,4,5,1,5,1,5,1,5,1,5,5,5,3,4,3,2,2,3,4,3,2,4,5,1,5,1,5,1,5,4,4,5,0
12823,3,20,1,1,1,5,2,5,4,4,3,4,2,4,2,3,3,5,2,3,2,1,2,1,3,1,3,4,1,3,2,3,3,3,2,3,3,2,3,2,3,3,4,1,4,4,4,2,4,1,4,1,4,4,5,4,1
12824,3,45,1,2,1,1,3,2,3,4,2,2,1,4,4,4,4,2,5,2,4,4,4,4,4,3,1,4,3,4,1,5,2,4,4,4,4,1,4,1,5,1,5,1,4,4,4,2,4,2,4,1,4,3,5,3,2
12825,3,57,1,2,1,5,4,2,5,2,4,2,4,2,4,2,2,3,2,3,1,2,2,2,2,2,1,4,2,4,1,3,1,4,4,4,3,4,3,2,3,4,3,2,2,2,4,2,5,1,4,1,5,4,3,4,1
12826,3,21,1,2,1,1,3,1,4,1,2,2,3,4,4,3,4,3,4,1,5,4,5,5,5,4,1,5,4,5,1,4,1,5,5,3,4,3,4,4,1,4,3,4,3,2,1,1,2,1,2,3,4,2,5,3,0
12827,1,16,2,2,1,1,5,1,5,1,5,1,5,1,5,1,1,2,1,5,4,2,2,2,1,1,3,5,1,5,1,2,1,4,5,5,4,4,3,3,2,4,5,4,1,2,3,2,5,4,5,1,4,2,3,4,1
12828,11,13,1,2,1,1,1,3,2,4,4,4,3,5,1,5,4,4,4,3,4,2,3,4,4,2,1,4,3,4,2,4,4,5,4,4,4,1,5,1,5,1,5,1,4,5,4,1,5,1,4,1,5,3,5,5,2
12829,3,41,1,2,1,2,4,1,5,2,5,1,5,2,5,2,2,4,4,4,1,1,1,2,1,2,1,5,1,5,1,4,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,2,2,3,4,2,5,4,5,5,2
12830,3,17,1,2,1,5,2,3,3,3,3,2,2,5,1,5,1,3,5,2,3,4,1,2,4,2,1,3,2,5,2,5,1,5,5,4,3,2,4,4,1,3,3,3,2,3,3,3,4,3,4,2,5,3,5,3,3
12831,1,16,1,2,1,2,1,3,2,5,1,1,2,5,1,5,4,1,5,3,3,4,4,4,3,4,2,2,1,4,3,2,3,2,2,2,2,2,4,4,2,3,2,4,2,2,3,3,4,2,2,2,4,3,3,3,4
12832,3,40,1,2,1,1,4,2,4,2,4,2,4,2,4,2,3,4,3,2,2,2,2,2,2,2,2,4,2,4,2,4,2,4,4,4,4,4,4,2,3,3,4,2,4,4,4,2,4,2,4,2,4,4,4,4,1
12833,6,21,1,1,2,5,3,3,5,1,4,1,4,4,4,2,2,4,4,3,2,3,2,2,3,2,4,4,1,4,3,2,2,3,2,4,5,2,5,1,4,2,3,3,4,3,4,2,4,2,4,1,4,3,4,5,1
12834,3,17,1,1,2,1,2,2,3,3,4,1,5,4,5,5,1,2,4,1,5,1,2,1,1,4,4,4,1,4,2,1,2,3,4,3,3,1,4,3,1,5,2,5,1,3,4,1,5,2,4,1,2,5,5,5,1
12835,3,31,2,1,1,1,1,5,2,5,3,4,2,3,5,2,4,2,3,1,5,4,4,3,5,4,1,2,1,4,1,5,3,3,4,3,5,3,4,5,1,4,3,1,3,4,2,5,5,5,3,1,4,5,4,5,4
12836,3,21,1,1,1,2,3,4,4,5,3,4,4,1,3,5,3,4,4,4,2,1,2,1,1,2,1,5,1,4,2,5,1,5,4,4,5,2,4,2,3,3,3,1,3,4,4,2,3,3,4,2,5,4,5,4,2
12837,3,20,1,1,1,1,3,2,4,3,4,2,2,4,4,5,3,5,4,2,2,2,2,1,4,2,2,5,2,5,1,4,2,5,4,3,2,2,4,2,2,5,4,3,2,4,4,2,2,1,3,4,5,3,4,2,1
12838,3,22,1,1,1,5,2,3,2,4,4,4,4,5,4,3,4,4,5,3,2,1,4,4,3,2,3,2,2,2,3,3,4,2,2,4,5,4,5,2,4,2,5,3,5,4,5,2,4,4,3,2,3,4,4,2,4
12839,3,21,1,2,2,1,3,2,4,3,4,2,3,2,4,3,3,4,4,3,2,4,3,2,2,3,1,5,1,5,2,5,2,4,5,4,4,4,4,3,4,2,4,3,4,4,3,2,3,2,4,2,4,3,4,4,2
12840,13,18,1,1,3,1,1,5,4,5,4,5,5,5,3,3,1,5,1,5,1,1,1,1,1,1,2,4,1,4,1,2,1,5,4,3,5,4,5,3,2,3,3,1,3,5,3,1,5,1,4,1,5,3,5,4,1
12841,11,25,1,2,1,1,3,2,4,3,4,2,4,5,4,4,4,3,4,1,4,4,4,4,4,5,2,5,4,4,2,4,2,5,4,4,3,4,5,2,3,1,5,4,2,4,4,2,5,1,4,4,5,4,5,4,0
12842,3,38,1,1,1,1,1,4,1,4,1,2,1,4,1,4,5,4,4,3,4,5,2,3,5,2,5,2,5,1,5,2,5,1,5,2,4,4,3,2,2,4,5,2,5,2,3,3,2,4,2,5,4,3,4,2,4
12843,3,17,1,2,1,1,2,2,4,3,3,3,3,4,2,4,5,2,4,1,3,4,4,5,4,5,3,5,3,4,1,4,2,4,5,3,2,4,4,3,1,4,4,4,3,3,5,2,3,2,3,3,3,4,4,3,0
12844,11,19,1,2,1,5,2,5,4,3,4,1,4,4,5,2,3,3,5,3,2,3,2,2,3,3,5,5,2,5,3,3,1,4,5,4,5,2,5,2,3,1,5,2,5,3,3,3,3,3,4,2,3,2,5,5,2
12845,6,19,1,2,1,5,4,1,5,1,5,1,5,2,5,1,2,5,2,5,5,1,1,1,1,1,1,5,1,5,1,5,5,5,5,5,3,1,5,2,4,1,5,5,5,4,2,2,5,1,4,5,1,1,3,5,2
12846,11,1996,2,2,1,5,2,4,4,3,3,2,4,4,2,4,4,4,4,2,4,3,3,3,3,4,1,5,4,4,1,5,1,3,4,3,3,4,3,2,3,4,2,3,2,3,3,3,4,2,3,1,3,2,2,3,3
12847,3,17,1,2,1,5,1,3,3,3,1,2,1,5,1,5,2,3,1,1,4,1,5,3,5,5,3,1,1,2,1,1,3,2,1,1,4,1,2,1,1,1,5,1,1,3,5,1,2,1,3,1,4,3,2,2,4
12848,6,18,1,2,2,5,4,3,4,2,5,2,4,3,4,3,5,3,5,4,4,3,3,3,4,2,2,4,2,4,1,4,2,4,4,3,3,4,3,4,3,4,4,2,4,4,3,3,2,4,3,5,3,2,4,3,3
12849,3,19,1,2,1,1,4,3,4,3,4,3,5,3,3,4,3,2,4,2,2,3,3,3,2,2,1,4,1,5,1,4,1,4,4,3,5,1,4,2,3,1,5,2,5,4,2,2,4,1,3,5,3,2,3,4,2
12850,3,21,1,1,3,2,4,2,2,2,2,2,2,2,4,2,5,1,5,2,1,4,5,5,5,4,4,4,4,2,4,4,2,4,4,2,2,2,4,2,2,2,4,4,4,5,4,2,2,2,4,4,5,4,5,4,0
12851,3,26,1,2,2,2,1,4,2,2,3,2,1,5,2,4,5,2,4,4,3,2,2,2,2,2,1,4,1,5,1,5,1,5,5,4,3,1,5,2,2,2,4,2,2,5,5,1,5,1,4,1,5,5,5,5,2
12852,1,19,1,2,1,5,2,4,4,3,3,1,4,4,4,4,4,2,4,1,4,3,3,2,3,4,1,4,3,5,2,4,1,4,4,3,2,3,4,5,1,3,2,4,2,2,4,2,5,1,4,1,4,4,4,4,0
12853,3,51,1,1,2,5,3,2,4,3,4,1,4,2,4,3,2,4,3,4,2,3,1,1,2,1,1,5,3,4,3,5,2,5,4,3,4,2,5,3,5,2,5,1,4,5,5,1,5,1,5,1,5,4,5,5,2
12854,6,17,1,2,1,5,5,1,4,2,4,1,5,3,4,4,1,4,3,5,2,3,3,4,2,1,2,5,2,3,1,4,2,3,2,3,1,5,4,5,1,5,2,5,1,2,4,2,5,2,5,2,5,3,4,4,1
12855,12,13,1,2,1,1,2,2,3,3,3,3,2,5,2,5,5,1,5,2,2,5,4,5,4,4,1,3,3,5,1,5,1,3,5,4,2,2,4,4,1,4,3,3,2,4,4,3,3,3,3,3,4,4,4,3,0
12856,13,27,1,2,1,2,4,1,4,2,5,1,4,3,4,3,5,1,5,3,3,3,3,1,3,3,2,5,1,5,1,5,1,5,5,5,3,3,3,1,4,1,5,3,3,4,3,3,3,3,3,4,5,3,2,3,2
12857,13,37,1,2,1,1,1,2,4,4,4,3,4,5,1,3,2,5,3,4,3,2,2,1,4,1,3,4,3,4,3,3,2,4,4,5,3,1,4,3,5,1,4,1,5,4,4,3,2,1,4,4,4,3,3,3,2
12858,11,22,2,2,1,1,1,3,1,2,2,5,1,3,3,5,2,2,3,2,4,4,2,1,5,4,5,5,4,1,2,1,4,2,4,4,2,5,5,2,3,4,5,1,5,5,3,1,4,1,3,2,4,1,5,4,4
12859,3,28,1,2,1,1,4,2,5,1,5,1,4,2,4,1,4,2,4,2,5,4,4,4,5,3,2,3,4,4,4,4,2,5,3,4,3,4,4,2,2,3,4,3,4,5,3,2,3,2,4,3,3,3,3,4,0
