,cluster
5797,4
5798,1
5799,2
5800,1
5801,2
5802,1
5803,0
5804,0
5805,0
5806,3
5807,4
5808,1
5809,4
5810,2
5811,3
5812,2
5813,4
5814,3
5815,0
5816,0
5817,4
5818,1
5819,3
5820,1
5821,4
5822,2
5823,0
5824,2
5825,4
5826,2
5827,0
5828,2
5829,0
5830,2
5831,0
5832,3
5833,0
5834,3
5835,1
5836,4
5837,2
5838,1
5839,0
5840,3
5841,2
5842,4
5843,1
5844,2
5845,3
5846,0
5847,0
5848,0
5849,4
5850,2
5851,0
5852,0
5853,0
5854,4
5855,0
5856,3
5857,4
5858,4
5859,2
5860,3
5861,1
5862,1
5863,2
5864,0
5865,4
5866,2
5867,2
5868,0
5869,0
5870,3
5871,0
5872,4
5873,4
5874,0
5875,4
5876,1
5877,0
5878,4
5879,2
5880,1
5881,1
5882,2
5883,2
5884,0
5885,0
5886,0
5887,4
5888,0
5889,1
5890,2
5891,3
5892,2
5893,0
5894,0
5895,4
5896,4
5897,2
5898,2
5899,3
5900,2
5901,3
5902,3
5903,1
5904,3
5905,3
5906,3
5907,2
5908,1
5909,1
5910,4
5911,4
5912,3
5913,1
5914,2
5915,1
5916,3
5917,0
5918,2
5919,3
5920,1
5921,1
5922,4
5923,2
5924,0
5925,0
5926,3
5927,1
5928,1
5929,2
5930,1
5931,3
5932,2
5933,0
5934,1
5935,2
5936,2
5937,3
5938,1
5939,3
5940,2
5941,4
5942,2
5943,2
5944,2
5945,1
5946,4
5947,3
5948,4
5949,2
5950,1
5951,4
5952,3
5953,1
5954,1
5955,2
5956,2
5957,0
5958,0
5959,0
5960,3
5961,0
5962,3
5963,3
5964,2
5965,3
5966,0
5967,3
5968,4
5969,3
5970,0
5971,3
5972,4
5973,4
5974,4
5975,0
5976,4
5977,3
5978,2
5979,2
5980,0
5981,4
5982,0
5983,1
5984,4
5985,3
5986,2
5987,0
5988,4
5989,2
5990,4
5991,0
5992,3
5993,3
5994,4
5995,4
5996,2
5997,2
5998,3
5999,1
6000,3
6001,2
6002,0
6003,2
6004,4
6005,4
6006,3
6007,0
6008,3
6009,1
6010,0
6011,4
6012,3
6013,3
6014,1
6015,1
6016,0
6017,1
6018,0
6019,1
6020,0
6021,0
6022,2
6023,1
6024,2
6025,0
6026,1
6027,3
6028,3
6029,2
6030,1
6031,1
6032,0
6033,1
6034,4
6035,3
6036,2
6037,0
6038,2
6039,2
6040,2
6041,3
6042,0
6043,0
6044,2
6045,3
6046,4
6047,3
6048,1
6049,3
6050,2
6051,2
6052,2
6053,3
6054,2
6055,3
6056,4
6057,2
6058,4
6059,2
6060,2
6061,2
6062,2
6063,1
6064,4
6065,4
6066,4
6067,4
6068,4
6069,3
6070,0
6071,4
6072,0
6073,2
6074,2
6075,4
6076,4
6077,4
6078,4
6079,4
6080,0
6081,3
6082,1
6083,3
6084,3
6085,3
6086,2
6087,1
6088,1
6089,2
6090,4
6091,4
6092,4
6093,0
6094,0
6095,4
6096,0
6097,1
6098,2
6099,2
6100,4
6101,2
6102,3
6103,4
6104,1
6105,3
6106,3
6107,4
6108,1
6109,1
6110,2
6111,0
6112,3
6113,1
6114,0
6115,3
6116,1
6117,4
6118,3
6119,2
6120,2
6121,3
6122,3
6123,1
6124,1
6125,2
6126,0
6127,1
6128,4
6129,3
6130,4
6131,2
6132,1
6133,4
6134,3
6135,4
6136,3
6137,0
6138,1
6139,4
6140,0
6141,0
6142,1
6143,1
6144,0
6145,3
6146,3
6147,4
6148,0
6149,1
6150,2
6151,2
6152,2
6153,2
6154,4
6155,1
6156,2
6157,1
6158,4
6159,2
6160,4
6161,2
6162,3
6163,4
6164,4
6165,3
6166,1
6167,3
6168,4
6169,0
6170,2
6171,2
6172,0
6173,1
6174,2
6175,3
6176,4
6177,0
6178,0
6179,2
6180,4
6181,0
6182,0
6183,2
6184,4
6185,0
6186,3
6187,4
6188,2
6189,3
6190,0
6191,2
6192,3
6193,0
6194,1
6195,3
6196,1
6197,4
6198,1
6199,0
6200,0
6201,1
6202,0
6203,0
6204,2
6205,3
6206,0
6207,3
6208,2
6209,4
6210,3
6211,3
6212,2
6213,2
6214,4
6215,1
6216,3
6217,3
6218,1
6219,3
6220,0
6221,3
6222,1
6223,3
6224,2
6225,1
6226,3
6227,2
6228,4
6229,2
6230,0
6231,1
6232,1
6233,3
6234,2
6235,1
6236,2
6237,3
6238,0
6239,1
6240,1
6241,3
6242,1
6243,3
6244,2
6245,0
6246,2
6247,0
6248,2
6249,1
6250,1
6251,1
6252,3
6253,4
6254,1
6255,4
6256,2
6257,0
6258,3
6259,2
6260,1
6261,2
6262,0
6263,1
6264,1
6265,2
6266,0
6267,1
6268,4
6269,1
6270,3
6271,3
6272,2
6273,1
6274,4
6275,1
6276,3
6277,1
6278,2
6279,2
6280,0
6281,0
6282,2
6283,4
6284,4
6285,2
6286,0
6287,4
6288,0
6289,1
6290,2
6291,1
6292,1
6293,1
6294,1
6295,3
6296,1
6297,0
6298,4
6299,1
6300,1
6301,0
6302,2
6303,1
6304,4
6305,0
6306,0
6307,3
6308,2
6309,1
6310,1
6311,0
6312,2
6313,1
6314,3
6315,2
6316,2
6317,4
6318,2
6319,3
6320,0
6321,2
6322,2
6323,2
6324,2
6325,0
6326,3
6327,3
6328,2
6329,4
6330,2
6331,0
6332,0
6333,1
6334,3
6335,1
6336,4
6337,1
6338,1
6339,4
6340,1
6341,3
6342,1
6343,1
6344,3
6345,4
6346,3
6347,2
6348,1
6349,2
6350,1
6351,1
6352,0
6353,0
6354,0
6355,0
6356,0
6357,1
6358,2
6359,4
6360,1
6361,4
6362,4
6363,0
6364,4
6365,4
6366,0
6367,0
6368,2
6369,1
6370,4
6371,2
6372,2
6373,4
6374,0
6375,3
6376,2
6377,4
6378,0
6379,1
6380,4
6381,3
6382,0
6383,2
6384,4
6385,2
6386,0
6387,1
6388,0
6389,1
6390,4
6391,3
6392,0
6393,1
6394,3
6395,0
6396,0
6397,4
6398,0
6399,4
6400,2
6401,1
6402,1
6403,3
6404,2
6405,2
6406,0
6407,1
6408,1
6409,1
6410,4
6411,1
6412,1
6413,4
6414,2
6415,1
6416,0
6417,3
6418,3
6419,4
6420,0
6421,1
6422,2
6423,4
6424,0
6425,1
6426,1
6427,4
6428,2
6429,1
6430,0
6431,4
6432,1
6433,1
6434,3
6435,1
6436,1
6437,4
6438,0
6439,2
6440,2
6441,4
6442,4
6443,2
6444,4
6445,1
6446,2
6447,3
6448,1
6449,2
6450,3
6451,0
6452,0
6453,0
6454,3
6455,0
6456,1
6457,1
6458,0
6459,0
6460,3
6461,0
6462,0
6463,4
6464,1
6465,3
6466,3
6467,0
6468,2
6469,4
6470,3
6471,3
6472,0
6473,0
6474,0
6475,1
6476,0
6477,3
6478,0
6479,0
6480,4
6481,0
6482,3
6483,1
6484,1
6485,1
6486,1
6487,0
6488,2
6489,1
6490,0
6491,1
6492,0
6493,0
6494,2
6495,4
6496,2
6497,2
6498,4
6499,2
6500,4
6501,1
6502,1
6503,0
6504,4
6505,4
6506,3
6507,3
6508,4
6509,4
6510,0
6511,2
6512,0
6513,2
6514,4
6515,0
6516,1
6517,4
6518,3
6519,0
6520,0
6521,3
6522,1
6523,1
6524,2
6525,3
6526,0
6527,2
6528,3
6529,4
6530,3
6531,4
6532,1
6533,2
6534,0
6535,2
6536,4
6537,3
6538,0
6539,3
6540,2
6541,4
6542,0
6543,2
6544,0
6545,2
6546,4
6547,0
6548,4
6549,2
6550,1
6551,1
6552,3
6553,1
6554,2
6555,4
6556,1
6557,0
6558,4
6559,3
6560,4
6561,3
6562,4
6563,2
6564,4
6565,4
6566,4
6567,4
6568,1
6569,1
6570,4
6571,0
6572,0
6573,3
6574,3
6575,1
6576,0
6577,2
6578,3
6579,4
6580,4
6581,2
6582,1
6583,2
6584,4
6585,0
6586,4
6587,3
6588,0
6589,4
6590,1
6591,3
6592,4
6593,0
6594,1
6595,1
6596,0
6597,0
6598,0
6599,1
6600,1
6601,3
6602,4
6603,4
6604,0
6605,2
6606,2
6607,4
6608,4
6609,0
6610,4
6611,4
6612,2
6613,4
6614,3
6615,1
6616,1
6617,1
6618,3
6619,1
6620,1
6621,1
6622,4
6623,4
6624,1
6625,2
6626,0
6627,1
6628,3
6629,3
6630,3
6631,2
6632,4
6633,2
6634,0
6635,0
6636,2
6637,3
6638,1
6639,4
6640,4
6641,0
6642,4
6643,4
6644,3
6645,4
6646,2
6647,4
6648,4
6649,2
6650,0
6651,1
6652,2
6653,4
6654,0
6655,1
6656,1
6657,2
6658,1
6659,3
6660,4
6661,2
6662,3
6663,4
6664,2
6665,0
6666,0
6667,0
6668,4
6669,1
6670,3
6671,3
6672,3
6673,2
6674,1
6675,4
6676,3
6677,3
6678,1
6679,4
6680,0
6681,3
6682,0
6683,4
6684,2
6685,2
6686,3
6687,2
6688,2
6689,2
6690,2
6691,2
6692,1
6693,0
6694,2
6695,1
6696,1
6697,3
6698,2
6699,3
6700,0
6701,1
6702,1
6703,0
6704,0
6705,2
6706,2
6707,4
6708,0
6709,1
6710,1
6711,2
6712,3
6713,0
6714,2
6715,2
6716,0
6717,4
6718,2
6719,2
6720,4
6721,0
6722,2
6723,1
6724,1
6725,1
6726,3
6727,3
6728,4
6729,3
6730,4
6731,1
6732,2
6733,3
6734,2
6735,0
6736,3
6737,2
6738,0
6739,2
6740,2
6741,4
6742,2
6743,1
6744,3
6745,2
6746,1
6747,0
6748,4
6749,2
6750,2
6751,1
6752,0
6753,4
6754,4
6755,2
6756,3
6757,3
6758,0
6759,1
6760,1
6761,0
6762,2
6763,1
6764,3
6765,0
6766,3
6767,0
6768,4
6769,3
6770,4
6771,1
6772,2
6773,0
6774,1
6775,1
6776,3
6777,2
6778,3
6779,0
6780,3
6781,1
6782,4
6783,2
6784,4
6785,3
6786,4
6787,4
6788,4
6789,0
6790,1
6791,4
6792,4
6793,4
6794,1
6795,1
6796,2
6797,3
6798,0
6799,1
6800,0
6801,2
6802,0
6803,0
6804,0
6805,2
6806,0
6807,2
6808,2
6809,2
6810,0
6811,3
6812,3
6813,1
6814,3
6815,0
6816,4
6817,4
6818,3
6819,2
6820,0
6821,3
6822,2
6823,4
6824,0
6825,2
6826,1
6827,1
6828,4
6829,1
6830,3
6831,2
6832,2
6833,3
6834,3
6835,1
6836,2
6837,1
6838,2
6839,1
6840,1
6841,0
6842,4
6843,3
6844,1
6845,2
6846,1
6847,1
6848,1
6849,1
6850,2
6851,2
6852,3
6853,0
6854,3
6855,1
6856,4
6857,4
6858,0
6859,2
6860,1
6861,0
6862,4
6863,2
6864,2
6865,2
6866,2
6867,2
6868,0
6869,1
6870,0
6871,3
6872,2
6873,1
6874,3
6875,3
6876,4
6877,4
6878,1
6879,3
6880,2
6881,2
6882,0
6883,3
6884,4
6885,3
6886,2
6887,0
6888,1
6889,2
6890,2
6891,2
6892,1
6893,4
6894,2
6895,1
6896,4
6897,2
6898,4
6899,4
6900,2
6901,3
6902,3
6903,3
6904,1
6905,0
6906,3
6907,4
6908,2
6909,1
6910,4
6911,2
6912,3
6913,2
6914,3
6915,0
6916,1
6917,2
6918,4
6919,4
6920,0
6921,2
6922,3
6923,4
6924,1
6925,3
6926,2
6927,2
6928,1
6929,2
6930,3
6931,2
6932,4
6933,1
6934,3
6935,1
6936,3
6937,1
6938,1
6939,3
6940,2
6941,2
6942,2
6943,2
6944,2
6945,3
6946,1
6947,2
6948,3
6949,2
6950,3
6951,0
6952,2
6953,2
6954,4
6955,1
6956,4
6957,1
6958,1
6959,2
6960,1
6961,2
6962,1
6963,2
6964,4
6965,0
6966,1
6967,3
6968,0
6969,1
6970,2
6971,2
6972,0
6973,4
6974,3
6975,0
6976,2
6977,0
6978,1
6979,3
6980,0
6981,3
6982,0
6983,2
6984,4
6985,3
6986,2
6987,2
6988,3
6989,2
6990,4
6991,2
6992,0
6993,4
6994,1
6995,0
6996,2
6997,2
6998,2
6999,1
7000,0
7001,0
7002,3
7003,0
7004,4
7005,4
7006,2
7007,1
7008,4
7009,4
7010,4
7011,2
7012,3
7013,2
7014,1
7015,2
7016,4
7017,2
7018,4
7019,2
7020,0
7021,1
7022,1
7023,4
7024,4
7025,3
7026,4
7027,2
7028,3
7029,0
7030,3
7031,3
7032,2
7033,4
7034,0
7035,4
7036,1
7037,1
7038,2
7039,1
7040,4
7041,0
7042,2
7043,4
7044,1
7045,4
7046,2
7047,4
7048,0
7049,2
7050,1
7051,4
7052,3
7053,3
7054,2
7055,0
7056,0
7057,2
7058,3
7059,0
7060,3
7061,0
7062,0
7063,1
7064,1
7065,0
7066,2
7067,1
7068,2
7069,4
7070,0
7071,0
7072,2
7073,3
7074,1
7075,4
7076,4
7077,2
7078,4
7079,3
7080,4
7081,0
7082,0
7083,2
7084,1
7085,4
7086,0
7087,3
7088,1
7089,2
7090,4
7091,4
7092,2
7093,3
7094,3
7095,4
7096,4
7097,0
7098,2
7099,0
7100,3
7101,4
7102,4
7103,2
7104,2
7105,0
7106,3
7107,1
7108,1
7109,3
7110,3
7111,0
7112,2
7113,2
7114,3
7115,3
7116,4
7117,0
7118,3
7119,4
7120,4
7121,2
7122,1
7123,4
7124,1
7125,0
7126,1
7127,0
7128,0
7129,1
7130,1
7131,3
7132,1
7133,4
7134,0
7135,4
7136,1
7137,1
7138,2
7139,0
7140,4
7141,4
7142,1
7143,2
7144,4
7145,0
7146,3
7147,2
7148,2
7149,3
7150,0
7151,4
7152,2
7153,0
7154,1
7155,3
7156,3
7157,0
7158,4
7159,3
7160,0
7161,2
7162,1
7163,2
7164,4
7165,1
7166,2
7167,3
7168,0
7169,1
7170,3
7171,3
7172,3
7173,1
7174,3
7175,0
7176,0
7177,3
7178,4
7179,4
7180,2
7181,2
7182,4
7183,0
7184,0
7185,2
7186,3
7187,0
7188,0
7189,4
7190,2
7191,0
7192,1
7193,0
7194,3
7195,2
7196,2
7197,2
7198,4
7199,3
7200,3
7201,4
7202,1
7203,2
7204,3
7205,4
7206,3
7207,2
7208,4
7209,2
7210,2
7211,3
7212,1
7213,0
7214,0
7215,4
7216,2
7217,3
7218,3
7219,2
7220,1
7221,2
7222,4
7223,0
7224,2
7225,1
7226,3
7227,3
7228,2
7229,4
7230,2
7231,2
7232,2
7233,0
7234,2
7235,0
7236,1
7237,2
7238,2
7239,1
7240,0
7241,2
7242,3
7243,4
7244,3
7245,1
7246,4
7247,3
7248,4
7249,2
7250,4
7251,3
7252,1
7253,2
7254,0
7255,2
7256,2
7257,4
7258,4
7259,2
7260,1
7261,1
7262,3
7263,0
7264,2
7265,1
7266,3
7267,3
7268,0
7269,3
7270,1
7271,0
7272,4
7273,2
7274,1
7275,2
7276,0
7277,3
7278,1
7279,3
7280,1
7281,4
7282,0
7283,2
7284,0
7285,4
7286,0
7287,2
7288,3
7289,4
7290,4
7291,3
7292,3
7293,3
7294,0
7295,4
7296,3
7297,0
7298,0
7299,3
7300,1
7301,4
7302,3
7303,3
7304,4
7305,1
7306,4
7307,1
7308,0
7309,2
7310,2
7311,2
7312,3
7313,2
7314,1
7315,1
7316,2
7317,0
7318,3
7319,1
7320,1
7321,0
7322,4
7323,4
7324,2
7325,0
7326,1
7327,4
7328,3
7329,4
7330,3
7331,3
7332,0
7333,2
7334,3
7335,2
7336,2
7337,0
7338,0
7339,2
7340,2
7341,1
7342,0
7343,0
7344,2
7345,0
7346,2
7347,1
7348,0
7349,3
7350,1
7351,1
7352,4
7353,2
7354,2
7355,2
7356,3
7357,1
7358,3
7359,0
7360,0
7361,3
7362,1
7363,0
7364,1
7365,0
7366,1
7367,0
7368,3
7369,3
7370,0
7371,2
7372,2
7373,3
7374,2
7375,2
7376,3
7377,1
7378,1
7379,4
7380,2
7381,4
7382,2
7383,3
7384,2
7385,0
7386,1
7387,0
7388,2
7389,4
7390,1
7391,2
7392,3
7393,3
7394,3
7395,1
7396,4
7397,0
7398,4
7399,0
7400,4
7401,4
7402,1
7403,1
7404,2
7405,2
7406,4
7407,3
7408,1
7409,0
7410,4
7411,0
7412,3
7413,4
7414,3
7415,1
7416,0
7417,0
7418,2
7419,3
7420,1
7421,1
7422,3
7423,4
7424,3
7425,4
7426,1
7427,2
7428,3
7429,0
7430,3
7431,1
7432,3
7433,2
7434,0
7435,0
7436,2
7437,0
7438,2
7439,0
7440,4
7441,4
7442,0
7443,3
7444,3
7445,3
7446,4
7447,4
7448,0
7449,3
7450,0
7451,2
7452,1
7453,2
7454,0
7455,3
7456,4
7457,1
7458,0
7459,0
7460,2
7461,2
7462,1
7463,1
7464,3
7465,1
7466,2
7467,4
7468,0
7469,2
7470,3
7471,4
7472,2
7473,2
7474,3
7475,1
7476,1
7477,4
7478,1
7479,2
7480,1
7481,4
7482,2
7483,2
7484,3
7485,2
7486,4
7487,3
7488,1
7489,4
7490,1
7491,1
7492,2
7493,0
7494,2
7495,4
7496,0
7497,4
7498,0
7499,1
7500,2
7501,0
7502,0
7503,4
7504,1
7505,4
7506,3
7507,0
7508,3
7509,3
7510,4
7511,2
7512,0
7513,1
7514,3
7515,2
7516,2
7517,1
7518,3
7519,0
7520,2
7521,3
7522,2
7523,0
7524,1
7525,0
7526,0
7527,1
7528,0
7529,4
7530,0
7531,4
7532,3
7533,1
7534,3
7535,1
7536,2
7537,2
7538,0
7539,4
7540,3
7541,1
7542,1
7543,4
7544,2
7545,2
7546,2
7547,1
7548,1
7549,2
7550,4
7551,3
7552,3
7553,4
7554,3
7555,3
7556,3
7557,3
7558,2
7559,0
7560,2
7561,2
7562,0
7563,1
7564,0
7565,0
7566,0
7567,0
7568,4
7569,4
7570,0
7571,2
7572,0
7573,0
7574,1
7575,1
7576,2
7577,1
7578,2
7579,1
7580,4
7581,4
7582,1
7583,4
7584,1
7585,4
7586,3
7587,0
7588,3
7589,1
7590,2
7591,4
7592,4
7593,1
7594,1
7595,0
7596,0
7597,0
7598,4
7599,2
7600,2
7601,1
7602,1
7603,2
7604,2
7605,3
7606,4
7607,1
7608,2
7609,3
7610,2
7611,3
7612,1
7613,2
7614,0
7615,4
7616,4
7617,1
7618,0
7619,0
7620,4
7621,0
7622,3
7623,1
7624,0
7625,3
7626,4
7627,2
7628,0
7629,1
7630,0
7631,3
7632,4
7633,2
7634,2
7635,4
7636,0
7637,2
7638,0
7639,3
7640,3
7641,4
7642,0
7643,4
7644,0
7645,4
7646,4
7647,2
7648,4
7649,2
7650,4
7651,0
7652,0
7653,4
7654,3
7655,1
7656,1
7657,4
7658,3
7659,3
7660,4
7661,0
7662,4
7663,4
7664,0
7665,3
7666,1
7667,1
7668,4
7669,1
7670,4
7671,4
7672,4
7673,1
7674,2
7675,2
7676,2
7677,3
7678,3
7679,2
7680,3
7681,2
7682,2
7683,4
7684,4
7685,3
7686,3
7687,3
7688,0
7689,2
7690,3
7691,3
7692,1
7693,2
7694,2
7695,1
7696,0
7697,0
7698,3
7699,0
7700,0
7701,1
7702,2
7703,2
7704,4
7705,2
7706,3
7707,4
7708,3
7709,1
7710,0
7711,4
7712,2
7713,2
7714,2
7715,3
7716,0
7717,2
7718,3
7719,1
7720,2
7721,0
7722,0
7723,4
7724,0
7725,3
7726,0
7727,1
7728,0
7729,4
7730,2
7731,4
7732,3
7733,0
7734,2
7735,2
7736,0
7737,3
7738,2
7739,0
7740,1
7741,4
7742,1
7743,2
7744,3
7745,4
7746,4
7747,4
7748,1
7749,4
7750,4
7751,4
7752,0
7753,2
7754,3
7755,3
7756,4
7757,2
7758,0
7759,4
7760,3
7761,2
7762,3
7763,2
7764,2
7765,3
7766,1
7767,0
7768,2
7769,1
7770,2
7771,2
7772,0
7773,2
7774,0
7775,2
7776,3
7777,0
7778,4
7779,3
7780,3
7781,2
7782,1
7783,1
7784,2
7785,0
7786,2
7787,1
7788,4
7789,4
7790,0
7791,1
7792,0
7793,4
7794,2
7795,4
7796,2
7797,0
7798,0
7799,1
7800,4
7801,4
7802,2
7803,1
7804,0
7805,1
7806,2
7807,4
7808,0
7809,4
7810,0
7811,0
7812,4
7813,1
7814,2
7815,4
7816,2
7817,1
7818,1
7819,1
7820,4
7821,4
7822,3
7823,1
7824,1
7825,2
7826,1
7827,0
7828,3
7829,4
7830,1
7831,4
7832,0
7833,0
7834,3
7835,4
7836,2
7837,0
7838,3
7839,1
7840,0
7841,3
7842,2
7843,2
7844,2
7845,3
7846,4
7847,0
7848,1
7849,4
7850,0
7851,2
7852,1
7853,2
7854,0
7855,3
7856,4
7857,3
7858,4
7859,1
7860,2
7861,4
7862,3
7863,0
7864,3
7865,3
7866,1
7867,3
7868,1
7869,2
7870,1
7871,3
7872,2
7873,4
7874,4
7875,4
7876,0
7877,3
7878,2
7879,3
7880,1
7881,0
7882,1
7883,1
7884,1
7885,0
7886,2
7887,0
7888,4
7889,4
7890,3
7891,4
7892,3
7893,2
7894,3
7895,1
7896,3
7897,0
7898,1
7899,0
7900,1
7901,0
7902,3
7903,3
7904,4
7905,1
7906,3
7907,2
7908,4
7909,3
7910,1
7911,3
7912,1
7913,1
7914,4
7915,2
7916,4
7917,4
7918,0
7919,1
7920,1
7921,1
7922,3
7923,0
7924,0
7925,1
7926,2
7927,0
7928,3
7929,0
7930,3
7931,2
7932,2
7933,2
7934,3
7935,3
7936,3
7937,3
7938,3
7939,3
7940,2
7941,2
7942,0
7943,0
7944,4
7945,4
7946,4
7947,1
7948,4
7949,4
7950,4
7951,2
7952,2
7953,4
7954,4
7955,1
7956,2
7957,4
7958,1
7959,1
7960,4
7961,2
7962,4
7963,4
7964,0
7965,1
7966,2
7967,3
7968,2
7969,0
7970,1
7971,3
7972,1
7973,2
7974,1
7975,1
7976,2
7977,4
7978,2
7979,1
7980,3
7981,1
7982,2
7983,2
7984,2
7985,0
7986,2
7987,2
7988,1
7989,3
7990,0
7991,1
7992,0
7993,4
7994,3
7995,0
7996,0
7997,2
7998,3
7999,0
8000,0
8001,4
8002,2
8003,3
8004,0
8005,1
8006,3
8007,4
8008,4
8009,2
8010,2
8011,1
8012,4
8013,4
8014,4
8015,4
8016,3
8017,0
8018,4
8019,0
8020,0
8021,4
8022,1
8023,2
8024,1
8025,4
8026,1
8027,0
8028,0
8029,4
8030,2
8031,3
8032,0
8033,2
8034,3
8035,0
8036,0
8037,2
8038,2
8039,3
8040,4
8041,2
8042,2
8043,1
8044,3
8045,4
8046,4
8047,3
8048,4
8049,4
8050,4
8051,2
8052,3
8053,2
8054,2
8055,0
8056,2
8057,4
8058,4
8059,4
8060,3
8061,4
8062,4
8063,3
8064,1
8065,2
8066,4
8067,1
8068,1
8069,0
8070,1
8071,1
8072,4
8073,3
8074,2
8075,3
8076,4
8077,1
8078,2
8079,0
8080,3
8081,4
8082,2
8083,2
8084,3
8085,1
8086,0
8087,3
8088,3
8089,1
8090,2
8091,2
8092,3
8093,1
8094,2
8095,0
8096,2
8097,0
8098,1
8099,1
8100,4
8101,2
8102,0
8103,1
8104,1
8105,3
8106,0
8107,0
8108,4
8109,4
8110,3
8111,4
8112,1
8113,2
8114,2
8115,1
8116,2
8117,2
8118,3
8119,1
8120,4
8121,0
8122,3
8123,1
8124,3
8125,3
8126,3
8127,4
8128,2
8129,3
8130,1
8131,3
8132,1
8133,4
8134,2
8135,2
8136,0
8137,3
8138,2
8139,4
8140,3
8141,3
8142,0
8143,2
8144,4
8145,1
8146,3
8147,3
8148,0
8149,4
8150,1
8151,3
8152,0
8153,2
8154,2
8155,4
8156,2
8157,4
8158,4
8159,0
8160,0
8161,3
8162,2
8163,3
8164,0
8165,3
8166,4
8167,1
8168,0
8169,1
8170,0
8171,3
8172,3
8173,2
8174,2
8175,3
8176,4
8177,3
8178,4
8179,0
8180,4
8181,1
8182,1
8183,1
8184,1
8185,1
8186,1
8187,4
8188,4
8189,3
8190,3
8191,0
8192,4
8193,3
8194,0
8195,4
8196,1
8197,1
8198,1
8199,0
8200,1
8201,2
8202,2
8203,3
8204,2
8205,0
8206,3
8207,2
8208,1
8209,0
8210,0
8211,2
8212,3
8213,2
8214,3
8215,3
8216,0
8217,2
8218,2
8219,2
8220,4
8221,0
8222,0
8223,0
8224,2
8225,0
8226,2
8227,4
8228,2
8229,4
8230,2
8231,4
8232,3
8233,3
8234,4
8235,0
8236,3
8237,3
8238,4
8239,0
8240,0
8241,2
8242,2
8243,0
8244,4
8245,0
8246,1
8247,0
8248,4
8249,0
8250,2
8251,3
8252,0
8253,0
8254,2
8255,0
8256,2
8257,3
8258,0
8259,1
8260,1
8261,2
8262,3
8263,0
8264,1
8265,3
8266,3
8267,2
8268,2
8269,1
8270,3
8271,1
8272,3
8273,1
8274,2
8275,4
8276,4
8277,2
8278,3
8279,1
8280,3
8281,4
8282,2
8283,2
8284,0
8285,3
8286,1
8287,1
8288,1
8289,1
8290,1
8291,4
8292,0
8293,4
8294,0
8295,4
8296,4
8297,4
8298,0
8299,4
8300,4
8301,1
8302,2
8303,2
8304,1
8305,0
8306,4
8307,1
8308,4
8309,4
8310,0
8311,1
8312,2
8313,4
8314,1
8315,4
8316,2
8317,4
8318,4
8319,2
8320,0
8321,4
8322,1
8323,1
8324,0
8325,4
8326,2
8327,1
8328,4
8329,2
8330,1
8331,0
8332,4
8333,0
8334,1
8335,2
8336,2
8337,4
8338,1
8339,2
8340,0
8341,1
8342,3
8343,4
8344,1
8345,4
8346,0
8347,1
8348,1
8349,0
8350,4
8351,2
8352,3
8353,4
8354,3
8355,2
8356,0
8357,1
8358,0
8359,2
8360,2
8361,4
8362,1
8363,0
8364,3
8365,0
8366,0
8367,4
8368,2
8369,4
8370,0
8371,4
8372,0
8373,3
8374,0
8375,0
8376,2
8377,1
8378,1
8379,0
8380,0
8381,2
8382,1
8383,2
8384,0
8385,4
8386,4
8387,4
8388,1
8389,2
8390,0
8391,4
8392,1
8393,4
8394,2
8395,1
8396,1
8397,4
8398,3
8399,0
8400,0
8401,4
8402,4
8403,2
8404,0
8405,2
8406,1
8407,4
8408,1
8409,4
8410,3
8411,1
8412,4
8413,3
8414,1
8415,0
8416,2
8417,0
8418,3
8419,2
8420,0
8421,0
8422,3
8423,4
8424,2
8425,2
8426,2
8427,4
8428,3
8429,0
8430,2
8431,4
8432,4
8433,4
8434,0
8435,1
8436,0
8437,2
8438,4
8439,0
8440,2
8441,1
8442,0
8443,3
8444,4
8445,4
8446,4
8447,4
8448,0
8449,0
8450,4
8451,1
8452,0
8453,3
8454,0
8455,4
8456,3
8457,1
8458,1
8459,2
8460,2
8461,0
8462,4
8463,0
8464,2
8465,0
8466,0
8467,4
8468,0
8469,2
8470,1
8471,1
8472,4
8473,2
8474,2
8475,2
8476,0
8477,3
8478,1
8479,0
8480,3
8481,3
8482,4
8483,2
8484,4
8485,3
8486,0
8487,1
8488,2
8489,2
8490,0
8491,2
8492,0
8493,0
8494,3
8495,0
8496,0
8497,0
8498,3
8499,1
8500,3
8501,1
8502,0
8503,3
8504,1
8505,2
8506,0
8507,4
8508,4
8509,0
8510,1
8511,3
8512,3
8513,2
8514,2
8515,2
8516,3
8517,4
8518,4
8519,2
8520,2
8521,4
8522,0
8523,4
8524,1
8525,0
8526,4
8527,0
8528,3
8529,4
8530,4
8531,2
8532,2
8533,3
8534,4
8535,4
8536,2
8537,1
8538,4
8539,3
8540,2
8541,1
8542,4
8543,4
8544,2
8545,2
8546,1
8547,3
8548,0
8549,2
8550,3
8551,4
8552,2
8553,0
8554,3
8555,4
8556,3
8557,2
8558,1
8559,3
8560,0
8561,0
8562,3
8563,3
8564,2
8565,4
8566,2
8567,4
8568,1
8569,4
8570,0
8571,2
8572,3
8573,0
8574,1
8575,2
8576,0
8577,1
8578,4
8579,2
8580,2
8581,2
8582,3
8583,2
8584,4
8585,3
8586,4
8587,0
8588,2
8589,2
8590,1
8591,4
8592,4
8593,0
8594,0
8595,3
